,wer,ld,m,insertions,deletions,substitutions,inserted_words,deleted_words,substituted_words
1061,0.0,0,11,0,0,0,[],[],[]
1062,0.0,0,7,0,0,0,[],[],[]
1063,0.4,2,5,2,0,0,"['macam', 'hendak']",[],[]
1064,0.0,0,10,0,0,0,[],[],[]
1065,0.2727272727272727,3,11,0,1,2,[],['yang'],"[('berkhayal', 'berhayal'), ('halimunan', 'harimunan')]"
1066,0.05555555555555555,1,18,0,0,1,[],[],"[('pinta', 'pintar')]"
1067,0.0,0,12,0,0,0,[],[],[]
1068,0.0,0,7,0,0,0,[],[],[]
1069,0.2777777777777778,5,18,1,0,4,['ke'],[],"[('dicurahkan', 'cerahkan'), ('kebajikan', 'dibajikan'), ('novel', 'noval'), ('keuntungan', 'untungan')]"
1070,0.0,0,12,0,0,0,[],[],[]
1071,0.0,0,11,0,0,0,[],[],[]
1072,0.0,0,6,0,0,0,[],[],[]
1073,0.0,0,11,0,0,0,[],[],[]
1074,0.0,0,8,0,0,0,[],[],[]
1075,0.09090909090909091,1,11,0,0,1,[],[],"[('ini', 'iinu')]"
1076,0.0,0,12,0,0,0,[],[],[]
1077,0.0,0,6,0,0,0,[],[],[]
1078,0.0,0,7,0,0,0,[],[],[]
1079,0.1,1,10,0,0,1,[],[],"[('Please', 'please')]"
1080,0.0,0,5,0,0,0,[],[],[]
1081,0.0,0,4,0,0,0,[],[],[]
1082,0.09090909090909091,1,11,0,0,1,[],[],"[('menadah', 'menada')]"
1083,0.0,0,6,0,0,0,[],[],[]
1084,0.15789473684210525,3,19,0,0,3,[],[],"[('behad', 'berhad'), ('memuktamadkan', 'memuktamatkan'), ('pelaburann', 'pelaburan')]"
1085,0.0,0,9,0,0,0,[],[],[]
1086,0.0,0,12,0,0,0,[],[],[]
1087,0.375,3,8,0,0,3,[],[],"[('Donaciano', 'dunashiano'), ('Yishun', 'ishun'), ('Polyclinic.', 'polyclinic.')]"
1088,0.0,0,11,0,0,0,[],[],[]
1089,0.0,0,10,0,0,0,[],[],[]
1090,0.0,0,5,0,0,0,[],[],[]
1091,0.0,0,7,0,0,0,[],[],[]
1092,0.0,0,4,0,0,0,[],[],[]
1093,0.0,0,11,0,0,0,[],[],[]
1094,0.0,0,9,0,0,0,[],[],[]
1095,0.0,0,9,0,0,0,[],[],[]
1096,0.07692307692307693,1,13,0,0,1,[],[],"[('beristeri', 'isteri')]"
1097,0.0,0,10,0,0,0,[],[],[]
1098,0.2,2,10,0,0,2,[],[],"[('puas-puas', 'pos-pos'), ('sang', 'sangat')]"
1099,0.14285714285714285,2,14,0,0,2,[],[],"[('baru', 'berdeh'), ('dek', 'diek')]"
1100,0.0,0,9,0,0,0,[],[],[]
1101,0.0,0,5,0,0,0,[],[],[]
1102,0.0,0,6,0,0,0,[],[],[]
1103,0.0,0,9,0,0,0,[],[],[]
1104,0.0,0,7,0,0,0,[],[],[]
1105,0.0,0,4,0,0,0,[],[],[]
1106,0.09090909090909091,1,11,0,0,1,[],[],"[('kejar', 'kerja')]"
1107,0.0,0,5,0,0,0,[],[],[]
1108,0.0,0,12,0,0,0,[],[],[]
1109,0.625,10,16,0,5,5,[],"['sempurna', 'sunyi', 'bila', 'melihat', 'kerusi-kerusi']","[('cuma', 'sempurna-cuma'), ('kosong', 'sunyila'), ('di', 'lihat'), ('kiri', 'kus-gususegusuadi'), ('kanannya', 'kanaknya')]"
1110,0.0,0,7,0,0,0,[],[],[]
1111,0.2,3,15,0,0,3,[],[],"[('menyelamatkan', 'menelamatkan'), ('hubungi', 'menghubungi'), ('lakinya', 'lelakinya')]"
1112,0.0,0,6,0,0,0,[],[],[]
1113,0.0,0,8,0,0,0,[],[],[]
1114,0.0,0,9,0,0,0,[],[],[]
1115,0.0,0,6,0,0,0,[],[],[]
1116,0.0,0,10,0,0,0,[],[],[]
1117,0.0,0,6,0,0,0,[],[],[]
1118,0.0,0,11,0,0,0,[],[],[]
1119,0.0,0,9,0,0,0,[],[],[]
1120,0.0,0,10,0,0,0,[],[],[]
1121,0.07692307692307693,1,13,0,0,1,[],[],"[('azmi', 'asmi')]"
1122,0.14285714285714285,1,7,0,0,1,[],[],"[('pahit', 'pait')]"
1123,0.3333333333333333,4,12,1,0,3,['nadalada'],[],"[('nada', 'ringan'), ('deringan', 'sandi'), ('sandiwara', 'warah')]"
1124,0.0,0,16,0,0,0,[],[],[]
1125,0.0,0,13,0,0,0,[],[],[]
1126,0.3333333333333333,3,9,0,2,1,[],"['rumah', 'sudah']","[(',', 'umah')]"
1127,0.0,0,14,0,0,0,[],[],[]
1128,0.18181818181818182,2,11,0,1,1,[],['ke'],"[('saluran', 'kesaluran')]"
1129,0.0,0,16,0,0,0,[],[],[]
1130,0.125,1,8,0,0,1,[],[],"[('light', 'lait')]"
1131,0.0,0,9,0,0,0,[],[],[]
1132,0.0,0,7,0,0,0,[],[],[]
1133,0.0,0,6,0,0,0,[],[],[]
1134,0.0,0,4,0,0,0,[],[],[]
1135,0.16666666666666666,2,12,0,1,1,[],['yang'],"[('ditanggung', 'ditanggun')]"
1136,0.0,0,6,0,0,0,[],[],[]
1137,0.3333333333333333,2,6,0,0,2,[],[],"[('tanyalah', 'tanya'), ('imam', 'laiman')]"
1138,0.0,0,5,0,0,0,[],[],[]
1139,0.0,0,5,0,0,0,[],[],[]
1140,0.0,0,13,0,0,0,[],[],[]
1141,0.0,0,4,0,0,0,[],[],[]
1142,0.0,0,9,0,0,0,[],[],[]
1143,0.0,0,9,0,0,0,[],[],[]
1144,0.0,0,17,0,0,0,[],[],[]
1145,0.0,0,8,0,0,0,[],[],[]
1146,0.0,0,11,0,0,0,[],[],[]
1147,0.0,0,10,0,0,0,[],[],[]
1148,0.0,0,5,0,0,0,[],[],[]
1149,0.0,0,13,0,0,0,[],[],[]
1150,0.15384615384615385,2,13,0,1,1,[],['adik'],"[('adiknya', 'adik-adiknya')]"
1151,0.0,0,9,0,0,0,[],[],[]
1152,0.11764705882352941,2,17,1,0,1,['kematian'],[],"[('kematiannya', 'yang')]"
1153,0.0,0,7,0,0,0,[],[],[]
1154,0.0,0,7,0,0,0,[],[],[]
1155,0.25,4,16,0,0,4,[],[],"[('menunjang', 'menujang'), ('berjam-jam', 'berjam'), ('di', 'jam'), ('salon', 'disalun')]"
1156,0.0,0,5,0,0,0,[],[],[]
1157,0.0,0,5,0,0,0,[],[],[]
1158,0.25,1,4,1,0,0,['sent'],[],[]
1159,0.0,0,6,0,0,0,[],[],[]
1160,0.0,0,5,0,0,0,[],[],[]
1161,0.0,0,10,0,0,0,[],[],[]
1162,0.4117647058823529,7,17,2,0,5,"['di', 'ancur']",[],"[('menghampa', 'menghampar'), ('hasan', 'hassanm'), ('hancur', 'lebuh'), ('lebur', 'di'), ('dijilat', 'jila')]"
1163,0.0,0,4,0,0,0,[],[],[]
1164,0.0,0,8,0,0,0,[],[],[]
1165,0.125,2,16,0,0,2,[],[],"[('dia', 'di'), ('francais', 'francas')]"
1166,0.0,0,7,0,0,0,[],[],[]
1167,0.0,0,4,0,0,0,[],[],[]
1168,0.0,0,5,0,0,0,[],[],[]
1169,0.4,2,5,0,1,1,[],['tertahan'],"[('tahan', 'tertahan-tahan')]"
1170,0.0,0,6,0,0,0,[],[],[]
1171,0.25,2,8,0,0,2,[],[],"[('tumbukan', 'tebukan'), ('tumbukan', 'tembukan')]"
1172,0.0,0,8,0,0,0,[],[],[]
1173,0.0,0,7,0,0,0,[],[],[]
1174,0.058823529411764705,1,17,0,0,1,[],[],"[('sebentar', 'sebentah')]"
1175,0.0,0,12,0,0,0,[],[],[]
1176,0.0,0,9,0,0,0,[],[],[]
1177,0.0,0,9,0,0,0,[],[],[]
1178,0.15384615384615385,2,13,0,0,2,[],[],"[('kala', 'kali'), ('dia', 'di')]"
1179,0.1,1,10,0,0,1,[],[],"[('membolos', 'membalus')]"
1180,0.3333333333333333,2,6,0,0,2,[],[],"[('ten', 'tend'), ('evening', 'egending')]"
1181,0.07142857142857142,1,14,0,0,1,[],[],"[('segak', 'segar')]"
1182,0.07692307692307693,1,13,0,0,1,[],[],"[('berhasrat', 'berasaat')]"
1183,0.25,2,8,0,1,1,[],['ke'],"[('tanjung', 'ketanjung')]"
1184,0.0,0,8,0,0,0,[],[],[]
1185,0.3076923076923077,4,13,1,1,2,['sebaik'],['di'],"[('sebaik-baik', 'baik'), ('buka', 'dibuka')]"
1186,0.125,1,8,0,0,1,[],[],"[('sebelas', 'sebelahs')]"
1187,0.0,0,10,0,0,0,[],[],[]
1188,0.0,0,14,0,0,0,[],[],[]
1189,0.125,1,8,0,0,1,[],[],"[('sahaja', 'saja')]"
1190,0.0,0,19,0,0,0,[],[],[]
1191,0.0,0,11,0,0,0,[],[],[]
1192,0.2857142857142857,4,14,1,0,3,['ini'],[],"[('inikan', 'kan'), ('hendak', 'henak'), ('jadi', 'menjadi')]"
1193,0.0,0,10,0,0,0,[],[],[]
1194,0.17647058823529413,3,17,0,1,2,[],['lumpur'],"[('kini', 'krini'), ('untuk', 'lumpuruntuk')]"
1195,0.0,0,7,0,0,0,[],[],[]
1196,0.0,0,7,0,0,0,[],[],[]
1197,0.9090909090909091,10,11,0,1,9,[],['Chua'],"[('Kim', 'chwa'), ('Yau,', 'kim'), ('JB', 'yo,'), ('Jai', 'jb'), ('Ratnam', 'jaratnam'), ('Yong', 'yong'), ('Melvin', 'mielvin'), ('Yek', 'yek'), ('Chai', 'chaie')]"
1198,0.0,0,11,0,0,0,[],[],[]
1199,0.23076923076923078,3,13,0,0,3,[],[],"[('kena', 'kerana'), ('mengejek', 'mengeja'), ('pertelingkahan', 'pertinkahan')]"
1200,0.0,0,6,0,0,0,[],[],[]
1201,0.0,0,14,0,0,0,[],[],[]
1202,0.0,0,5,0,0,0,[],[],[]
1203,0.3333333333333333,2,6,0,0,2,[],[],"[('Nothing', 'nothing'), ('idli', 'idl')]"
1204,0.05263157894736842,1,19,0,0,1,[],[],"[('jelas', 'jelan')]"
1205,0.0,0,11,0,0,0,[],[],[]
1206,0.0,0,6,0,0,0,[],[],[]
1207,0.0,0,16,0,0,0,[],[],[]
1208,0.0,0,5,0,0,0,[],[],[]
1209,0.0,0,9,0,0,0,[],[],[]
1210,0.0,0,7,0,0,0,[],[],[]
1211,0.35714285714285715,5,14,1,0,4,['pernah'],[],"[('pernahkah', 'kah'), ('permainan', 'permain'), ('berada', 'beradi'), ('menggunakan', 'mengunakan')]"
1212,0.0,0,10,0,0,0,[],[],[]
1213,0.0,0,5,0,0,0,[],[],[]
1214,0.0,0,11,0,0,0,[],[],[]
1215,0.08333333333333333,1,12,0,0,1,[],[],"[('kamarul', 'kamaru')]"
1216,0.0,0,4,0,0,0,[],[],[]
1217,0.0,0,5,0,0,0,[],[],[]
1218,0.0,0,10,0,0,0,[],[],[]
1219,0.08333333333333333,1,12,0,0,1,[],[],"[('dirinya', 'dirin')]"
1220,0.0,0,12,0,0,0,[],[],[]
1221,0.0,0,7,0,0,0,[],[],[]
1222,0.0,0,5,0,0,0,[],[],[]
1223,0.45454545454545453,5,11,1,0,4,['pula'],[],"[('lain', 'a'), ('lainya', 'lainnya'), ('pulang', 'ang'), ('kot', 'kut')]"
1224,0.0,0,6,0,0,0,[],[],[]
1225,0.0,0,7,0,0,0,[],[],[]
1226,0.15384615384615385,2,13,0,1,1,[],['seksi'],"[('seksi', 'seksi-seksi')]"
1227,0.09090909090909091,1,11,0,0,1,[],[],"[('sesuatu', 'ssuatu')]"
1228,0.0,0,11,0,0,0,[],[],[]
1229,0.0,0,14,0,0,0,[],[],[]
1230,0.0,0,4,0,0,0,[],[],[]
1231,0.16666666666666666,2,12,1,0,1,['adik'],[],"[('adik-beradik', 'beradik')]"
1232,0.0,0,4,0,0,0,[],[],[]
1233,0.0,0,4,0,0,0,[],[],[]
1234,0.0,0,7,0,0,0,[],[],[]
1235,0.0,0,6,0,0,0,[],[],[]
1236,0.25,2,8,0,1,1,[],['yang'],"[('diam', 'mediam')]"
1237,0.4,2,5,0,0,2,[],[],"[('Is', 'is'), ('Nepal', 'napa')]"
1238,0.125,1,8,0,0,1,[],[],"[('itu', 'tu')]"
1239,0.0,0,13,0,0,0,[],[],[]
1240,0.0,0,11,0,0,0,[],[],[]
1241,0.1,1,10,1,0,0,['di'],[],[]
1242,0.0,0,5,0,0,0,[],[],[]
1243,0.14285714285714285,2,14,1,0,1,['menyatu'],[],"[('menyatupadukan', 'padukan')]"
1244,0.09090909090909091,1,11,1,0,0,['ter'],[],[]
1245,0.0,0,8,0,0,0,[],[],[]
1246,0.0,0,7,0,0,0,[],[],[]
1247,0.0,0,8,0,0,0,[],[],[]
1248,0.0,0,6,0,0,0,[],[],[]
1249,0.0,0,6,0,0,0,[],[],[]
1250,0.2222222222222222,2,9,0,1,1,[],['sisi'],"[('ni', 'sisinya')]"
1251,0.0,0,11,0,0,0,[],[],[]
1252,0.0,0,8,0,0,0,[],[],[]
1253,0.4,2,5,0,1,1,[],['sama'],"[('sama', 'sama-sama')]"
1254,0.75,6,8,0,3,3,[],"['Vita', 'Health,', 'so']","[('to', 'fitahealth,'), ('be', 'tubi'), ('bomb!', 'subalm')]"
1255,0.07692307692307693,1,13,0,0,1,[],[],"[('halaman', 'hadaman')]"
1256,0.0,0,9,0,0,0,[],[],[]
1257,0.0,0,9,0,0,0,[],[],[]
1258,0.5454545454545454,6,11,2,0,4,"['jari', 'menyusu']",[],"[('jari-jemari', 'jemari'), ('menyusun', 'daun'), ('daun-daun', 'daun'), ('guni', 'kuni')]"
1259,0.0,0,8,0,0,0,[],[],[]
1260,0.0,0,11,0,0,0,[],[],[]
1261,0.07142857142857142,1,14,0,0,1,[],[],"[('penasihat', 'pennasihat')]"
1262,0.1,1,10,0,0,1,[],[],"[('rela', 'rah')]"
1263,0.4,2,5,0,1,1,[],['buat'],"[('buat', 'buat-buat')]"
1264,0.0,0,18,0,0,0,[],[],[]
1265,0.0,0,7,0,0,0,[],[],[]
1266,0.08333333333333333,1,12,0,0,1,[],[],"[('kali', 'kala')]"
1267,0.0,0,4,0,0,0,[],[],[]
1268,0.0,0,10,0,0,0,[],[],[]
1269,0.0,0,6,0,0,0,[],[],[]
1270,0.0,0,15,0,0,0,[],[],[]
1271,0.0,0,12,0,0,0,[],[],[]
1272,0.0,0,19,0,0,0,[],[],[]
1273,0.0,0,6,0,0,0,[],[],[]
1274,0.5714285714285714,4,7,0,0,4,[],[],"[('sekejap', 'tidak'), ('kita', 'ta'), ('luah', 'dua'), ('adi', 'hagi')]"
1275,0.0,0,7,0,0,0,[],[],[]
1276,0.0,0,5,0,0,0,[],[],[]
1277,0.0,0,9,0,0,0,[],[],[]
1278,0.0,0,15,0,0,0,[],[],[]
1279,0.0,0,5,0,0,0,[],[],[]
1280,0.0,0,9,0,0,0,[],[],[]
1281,0.0,0,7,0,0,0,[],[],[]
1282,0.0,0,8,0,0,0,[],[],[]
1283,0.0,0,9,0,0,0,[],[],[]
1284,0.0,0,4,0,0,0,[],[],[]
1285,0.0,0,9,0,0,0,[],[],[]
1286,0.15384615384615385,2,13,1,0,1,['di'],[],"[('disisip', 'sisi')]"
1287,0.0,0,10,0,0,0,[],[],[]
1288,0.0,0,7,0,0,0,[],[],[]
1289,0.11764705882352941,2,17,0,0,2,[],[],"[('mengkaji', 'mengekaji'), ('tuntutan', 'tertuentan')]"
1290,0.18181818181818182,2,11,0,1,1,[],['disebabkan'],"[('air', 'disebabkanair')]"
1291,0.0,0,9,0,0,0,[],[],[]
1292,0.0,0,11,0,0,0,[],[],[]
1293,0.0,0,6,0,0,0,[],[],[]
1294,0.0,0,9,0,0,0,[],[],[]
1295,0.14285714285714285,1,7,0,0,1,[],[],"[('buahnya', 'bahu')]"
1296,0.0,0,9,0,0,0,[],[],[]
1297,0.0,0,9,0,0,0,[],[],[]
1298,0.0,0,8,0,0,0,[],[],[]
1299,0.0,0,12,0,0,0,[],[],[]
1300,0.0,0,4,0,0,0,[],[],[]
1301,0.0,0,13,0,0,0,[],[],[]
1302,0.0,0,7,0,0,0,[],[],[]
1303,0.0,0,13,0,0,0,[],[],[]
1304,0.14285714285714285,1,7,1,0,0,['ke'],[],[]
1305,0.08333333333333333,1,12,0,0,1,[],[],"[('tercapai', 'tercampan')]"
1306,0.08333333333333333,1,12,0,0,1,[],[],"[('hari', 'ari')]"
1307,0.0,0,5,0,0,0,[],[],[]
1308,0.0,0,7,0,0,0,[],[],[]
1309,0.15384615384615385,2,13,0,0,2,[],[],"[('dihormati', 'dihormatigu'), ('gunakan', 'dengan')]"
1310,0.0,0,12,0,0,0,[],[],[]
1311,0.0,0,14,0,0,0,[],[],[]
1312,0.16666666666666666,2,12,0,0,2,[],[],"[('tercetus', 'tercutus'), ('ayahanda', 'ayanda')]"
1313,0.07142857142857142,1,14,0,0,1,[],[],"[('tapi', 'tetapi')]"
1314,0.0,0,4,0,0,0,[],[],[]
1315,0.1,1,10,0,0,1,[],[],"[('rahman', 'raman')]"
1316,0.23076923076923078,3,13,0,0,3,[],[],"[('cili', 'ciliba'), ('banyak-banyak', 'banyak'), ('berleter', 'beleteh')]"
1317,0.0,0,6,0,0,0,[],[],[]
1318,0.0,0,6,0,0,0,[],[],[]
1319,0.0,0,17,0,0,0,[],[],[]
1320,0.4,2,5,0,1,1,[],['o'],"[('k', 'okey')]"
1321,0.0,0,5,0,0,0,[],[],[]
1322,0.0,0,6,0,0,0,[],[],[]
1323,0.0,0,13,0,0,0,[],[],[]
1324,0.6666666666666666,2,3,0,0,2,[],[],"[('Karim', 'karinme'), ('Balfi.', 'buffy')]"
1325,0.0,0,11,0,0,0,[],[],[]
1326,0.058823529411764705,1,17,0,0,1,[],[],"[('gaji', 'kaji')]"
1327,0.0,0,8,0,0,0,[],[],[]
1328,0.1111111111111111,2,18,0,0,2,[],[],"[('tarikan', 'terdikan'), ('interaksi', 'interuakksi')]"
1329,0.0,0,5,0,0,0,[],[],[]
1330,0.0,0,5,0,0,0,[],[],[]
1331,0.0,0,5,0,0,0,[],[],[]
1332,0.0,0,8,0,0,0,[],[],[]
1333,0.0,0,12,0,0,0,[],[],[]
1334,0.0,0,5,0,0,0,[],[],[]
1335,0.0,0,4,0,0,0,[],[],[]
1336,0.14285714285714285,2,14,0,1,1,[],['di'],"[('kerikil', 'kerrikil')]"
1337,0.1875,3,16,1,0,2,['puas'],[],"[('prabayar', 'pebayar'), ('puashati', 'hati')]"
1338,0.0,0,15,0,0,0,[],[],[]
1339,0.14285714285714285,2,14,0,0,2,[],[],"[('betis', 'betik'), ('terdedah', 'terdedar')]"
1340,0.10526315789473684,2,19,0,0,2,[],[],"[('merekod', 'merekodkan'), ('kepertumbuhan', 'pertemuhan')]"
1341,0.4,2,5,0,1,1,[],['kisah'],"[('la', 'kisahlah')]"
1342,0.25,1,4,0,0,1,[],[],"[('penyandang', 'penyanan')]"
1343,0.0,0,8,0,0,0,[],[],[]
1344,0.09090909090909091,1,11,0,0,1,[],[],"[('terbina', 'terbena')]"
1345,0.0,0,4,0,0,0,[],[],[]
1346,0.0,0,8,0,0,0,[],[],[]
1347,0.0,0,10,0,0,0,[],[],[]
1348,0.0,0,5,0,0,0,[],[],[]
1349,0.0,0,10,0,0,0,[],[],[]
1350,0.0,0,11,0,0,0,[],[],[]
1351,0.3076923076923077,4,13,1,1,2,['menakut'],['tong'],"[('cat', 'tongcat'), ('menakut-nakutkan', 'nakutkan')]"
1352,0.14285714285714285,1,7,0,0,1,[],[],"[('terperanjat', 'terperancat')]"
1353,0.0,0,5,0,0,0,[],[],[]
1354,0.0,0,9,0,0,0,[],[],[]
1355,0.0,0,5,0,0,0,[],[],[]
1356,0.0,0,5,0,0,0,[],[],[]
1357,0.0,0,9,0,0,0,[],[],[]
1358,0.06666666666666667,1,15,0,0,1,[],[],"[('tepat', 'tebaik')]"
1359,0.125,2,16,0,1,1,[],"[',']","[('islamik', 'islami')]"
1360,0.0,0,12,0,0,0,[],[],[]
1361,0.0,0,8,0,0,0,[],[],[]
1362,0.0,0,8,0,0,0,[],[],[]
1363,0.0,0,6,0,0,0,[],[],[]
1364,0.058823529411764705,1,17,0,0,1,[],[],"[('disediakan', 'sedisakan')]"
1365,0.0,0,6,0,0,0,[],[],[]
1366,0.0,0,6,0,0,0,[],[],[]
1367,0.18181818181818182,2,11,0,1,1,[],['abang'],"[('wan', 'bawan')]"
1368,0.2857142857142857,2,7,0,1,1,[],['itu'],"[('lah', 'itulah')]"
1369,0.0,0,9,0,0,0,[],[],[]
1370,0.0,0,12,0,0,0,[],[],[]
1371,0.0,0,9,0,0,0,[],[],[]
1372,0.0,0,17,0,0,0,[],[],[]
1373,0.1111111111111111,1,9,0,0,1,[],[],"[('bergaul', 'bergal')]"
1374,0.15,3,20,0,0,3,[],[],"[('tokoh', 'tuguh'), ('untuk', 'antu'), ('proaktif', 'peraktif')]"
1375,0.0,0,9,0,0,0,[],[],[]
1376,0.0,0,8,0,0,0,[],[],[]
1377,0.0,0,9,0,0,0,[],[],[]
1378,0.0,0,16,0,0,0,[],[],[]
1379,0.0,0,4,0,0,0,[],[],[]
1380,0.0,0,8,0,0,0,[],[],[]
1381,0.13333333333333333,2,15,0,1,1,[],['sangat'],"[('baru', 'bharu')]"
1382,0.0,0,5,0,0,0,[],[],[]
1383,0.0,0,17,0,0,0,[],[],[]
1384,0.0,0,12,0,0,0,[],[],[]
1385,0.25,2,8,0,0,2,[],[],"[('pahala', 'pahla'), ('sunnah', 'sunah')]"
1386,0.3,3,10,0,1,2,[],"[',']","[('cukur', 'syukur'), ('.', '?')]"
1387,0.05263157894736842,1,19,0,0,1,[],[],"[('konsesi', 'konsersi')]"
1388,0.0,0,5,0,0,0,[],[],[]
1389,0.0,0,5,0,0,0,[],[],[]
1390,0.0,0,5,0,0,0,[],[],[]
1391,0.0,0,6,0,0,0,[],[],[]
1392,0.0,0,6,0,0,0,[],[],[]
1393,0.2222222222222222,2,9,0,0,2,[],[],"[('memikirkan', 'membikirkan'), ('takdir', 'takdik')]"
1394,0.0,0,16,0,0,0,[],[],[]
1395,0.2,1,5,0,0,1,[],[],"[('masing-masing', 'masing-masing.')]"
1396,0.0,0,5,0,0,0,[],[],[]
1397,0.2,2,10,1,0,1,['di'],[],"[('pembunuh', 'pembunuhan')]"
1398,0.23076923076923078,3,13,0,0,3,[],[],"[('orang', 'or'), ('melia', 'amelia'), ('maimunah', 'mainmunah')]"
1399,0.21428571428571427,3,14,0,1,2,[],['peti'],"[('para', 'parau'), ('ais', 'buciais')]"
1400,0.25,3,12,0,1,2,[],['layak'],"[('lah', 'layaklah'), ('saya', 'sayang')]"
1401,0.0,0,7,0,0,0,[],[],[]
1402,0.125,1,8,0,0,1,[],[],"[('mala', 'malah')]"
1403,0.0,0,13,0,0,0,[],[],[]
1404,0.75,3,4,0,0,3,[],[],"[('ITE,', 'ite,'), ('BTO', 'bto'), ('WITS.', 'whits.')]"
1405,0.0,0,11,0,0,0,[],[],[]
1406,0.0,0,8,0,0,0,[],[],[]
1407,0.0,0,7,0,0,0,[],[],[]
1408,0.0,0,7,0,0,0,[],[],[]
1409,0.0,0,16,0,0,0,[],[],[]
1410,0.0,0,11,0,0,0,[],[],[]
1411,0.0,0,7,0,0,0,[],[],[]
1412,0.09090909090909091,1,11,0,0,1,[],[],"[('lari', 'ladi')]"
1413,0.125,1,8,0,0,1,[],[],"[('ke', 'k')]"
1414,0.0,0,9,0,0,0,[],[],[]
1415,0.0,0,9,0,0,0,[],[],[]
1416,0.0,0,8,0,0,0,[],[],[]
1417,0.0,0,6,0,0,0,[],[],[]
1418,0.16666666666666666,1,6,0,0,1,[],[],"[('?', '.')]"
1419,0.0,0,13,0,0,0,[],[],[]
1420,0.16666666666666666,2,12,0,1,1,[],['fikiran'],"[('dia', 'fikirannya')]"
1421,0.0,0,8,0,0,0,[],[],[]
1422,0.0,0,8,0,0,0,[],[],[]
1423,0.0,0,13,0,0,0,[],[],[]
1424,0.0,0,9,0,0,0,[],[],[]
1425,0.0,0,8,0,0,0,[],[],[]
1426,0.0,0,5,0,0,0,[],[],[]
1427,0.0,0,5,0,0,0,[],[],[]
1428,0.25,4,16,0,1,3,[],['itu'],"[('usaha', 'itusaha'), ('awal', 'awam'), ('mengangkat', 'menangkat')]"
1429,0.0,0,5,0,0,0,[],[],[]
1430,0.0,0,5,0,0,0,[],[],[]
1431,0.0,0,13,0,0,0,[],[],[]
1432,0.0,0,13,0,0,0,[],[],[]
1433,0.625,5,8,1,0,4,['hati'],[],"[('hatinya', 'yang'), ('sedang', 'sedanga'), ('berkembang', 'bergembang'), ('pasu', 'balsu')]"
1434,0.0,0,9,0,0,0,[],[],[]
1435,0.0,0,6,0,0,0,[],[],[]
1436,0.0,0,9,0,0,0,[],[],[]
1437,0.2,1,5,0,0,1,[],[],"[('lembut', 'lembat')]"
1438,0.0,0,7,0,0,0,[],[],[]
1439,0.16666666666666666,1,6,0,0,1,[],[],"[('loya', 'roya')]"
1440,0.0,0,6,0,0,0,[],[],[]
1441,0.09090909090909091,1,11,0,0,1,[],[],"[('merembes', 'merembis')]"
1442,0.125,1,8,0,1,0,[],['ah'],[]
1443,0.0,0,4,0,0,0,[],[],[]
1444,0.1111111111111111,1,9,0,0,1,[],[],"[('serkap', 'sekap')]"
1445,0.0,0,5,0,0,0,[],[],[]
1446,0.1,1,10,0,0,1,[],[],"[('memandang', 'memandangkan')]"
1447,0.1,1,10,0,0,1,[],[],"[('sanggup', 'sangmgup')]"
1448,0.0,0,5,0,0,0,[],[],[]
1449,0.0,0,9,0,0,0,[],[],[]
1450,0.0,0,6,0,0,0,[],[],[]
1451,0.25,2,8,0,1,1,[],['ini'],"[('masuk', 'dimasuk')]"
1452,0.5,4,8,0,2,2,[],"['tidak', '.']","[('bagi', 'tak'), (',', 'baki')]"
1453,0.0,0,11,0,0,0,[],[],[]
1454,0.2,2,10,1,0,1,['per'],[],"[('persatu', 'satu')]"
1455,0.0625,1,16,0,0,1,[],[],"[('satu', 'suasatu')]"
1456,0.0,0,9,0,0,0,[],[],[]
1457,0.16666666666666666,2,12,0,1,1,[],['elok'],"[('elok', 'elok-elok')]"
1458,0.0,0,5,0,0,0,[],[],[]
1459,0.0,0,9,0,0,0,[],[],[]
1460,0.0,0,13,0,0,0,[],[],[]
1461,0.07692307692307693,1,13,0,0,1,[],[],"[('hajat', 'hajah')]"
1462,0.0,0,7,0,0,0,[],[],[]
1463,0.0,0,7,0,0,0,[],[],[]
1464,0.0,0,10,0,0,0,[],[],[]
1465,0.09090909090909091,1,11,0,0,1,[],[],"[('empunya', 'empunyi')]"
1466,0.125,1,8,0,0,1,[],[],"[('cik', 'ck')]"
1467,0.07692307692307693,1,13,0,0,1,[],[],"[('saja', 'sahaja')]"
1468,0.1,1,10,0,0,1,[],[],"[('ia', 'dia')]"
1469,0.0,0,5,0,0,0,[],[],[]
1470,0.0,0,8,0,0,0,[],[],[]
1471,0.0,0,6,0,0,0,[],[],[]
1472,0.1,1,10,0,0,1,[],[],"[('si', 'se')]"
1473,0.3333333333333333,5,15,1,0,4,['anak'],[],"[('buatkan', 'bakkan'), ('raya', 'rakyat'), ('anak-anak', 'anak'), ('merindui', 'prindui')]"
1474,0.0,0,13,0,0,0,[],[],[]
1475,0.0,0,5,0,0,0,[],[],[]
1476,0.0,0,10,0,0,0,[],[],[]
1477,0.0,0,9,0,0,0,[],[],[]
1478,0.07142857142857142,1,14,0,0,1,[],[],"[('meraikan', 'meraikkan')]"
1479,0.2,2,10,0,1,1,[],['bukan'],"[('yang', 'bukannya')]"
1480,0.25,3,12,1,0,2,['berpatu'],[],"[('dengan', 'lain'), ('berpatutan', 'tadi')]"
1481,0.0,0,5,0,0,0,[],[],[]
